alx,b,Deg.C,depth_m,dt,g,kPa,r,ts,w,wlx
1341.5,497.1,27.619,0.010552299999999456,2016-11-03T07:21:35.877320,940.3,104.353,999.9,1478193695.8772914,3750.8,4054.6
1358.7,505.1,27.609,0.004579300000000645,2016-11-03T07:21:37.272860,957.9,104.293,1018.0,1478193697.2728362,3795.3,4115.7
1371.6,507.6,27.6,0.0019909999999996038,2016-11-03T07:21:38.670207,961.2,104.267,1020.1,1478193698.6701796,3789.5,4103.5
1375.9,506.6,27.594,0.003285150000000124,2016-11-03T07:21:40.071574,959.9,104.28,1018.5,1478193700.071546,3780.5,4103.5
1335.0,493.5,27.586,0.002787400000000577,2016-11-03T07:21:41.468515,933.5,104.275,989.1,1478193701.4684868,3683.3,3979.0
1388.8,513.2,27.575,0.008163099999999366,2016-11-03T07:21:42.868956,970.0,104.329,1033.6,1478193702.8689334,3845.7,4162.3
5468.6,807.6,27.561,0.0075657999999993435,2016-11-03T07:21:44.266486,1485.2,104.323,1567.7,1478193704.2664607,5364.6,8447.7
1423.3,529.3,27.548,0.004280650000000634,2016-11-03T07:21:45.665749,986.1,104.29,1051.5,1478193705.6657226,3914.1,4211.3
1298.6,483.5,27.534,0.002986500000000113,2016-11-03T07:21:47.069300,899.3,104.277,953.6,1478193707.0692768,3623.9,3872.0
1266.6,471.9,27.518,0.004081549999999683,2016-11-03T07:21:48.465789,877.1,104.288,936.2,1478193708.4657595,3538.9,3758.1
1268.7,475.9,27.499,0.0009955000000005092,2016-11-03T07:21:49.866058,884.4,104.257,942.0,1478193709.8660321,3551.5,3760.5
1277.2,476.7,27.488,0.009457249999999888,2016-11-03T07:21:51.262385,884.7,104.342,939.5,1478193711.262363,3538.6,3746.0
1255.9,471.6,27.474,0.006172099999999763,2016-11-03T07:21:52.659255,865.0,104.309,916.4,1478193712.6592245,3461.4,3644.6
1200.6,454.8,27.46,0.011050050000000419,2016-11-03T07:21:54.061957,828.8,104.358,875.6,1478193714.0619233,3305.8,3483.6
1134.9,428.6,27.442,0.011249149999999954,2016-11-03T07:21:55.458441,786.0,104.36,828.3,1478193715.458415,3128.4,3242.6
1111.7,419.6,27.429,0.004678849999999705,2016-11-03T07:21:56.860698,775.9,104.294,815.2,1478193716.8606725,3066.2,3169.0
1109.6,419.8,27.409,0.005873449999999751,2016-11-03T07:21:58.256220,781.0,104.306,814.7,1478193718.2561917,3054.4,3143.0
1126.5,428.9,27.392,0.010552299999999456,2016-11-03T07:21:59.651713,794.3,104.353,831.3,1478193719.651689,3095.9,3202.2
1145.5,435.2,27.375,0.010950499999999943,2016-11-03T07:22:01.053798,803.6,104.357,845.9,1478193721.053774,3147.5,3261.6
1109.6,421.6,27.364,0.007764900000000294,2016-11-03T07:22:02.449799,776.4,104.325,828.8,1478193722.4497764,3054.6,3152.4
1080.2,410.5,27.348,0.006968499999999321,2016-11-03T07:22:03.851209,760.6,104.317,798.6,1478193723.8511815,2997.5,3083.9
1088.6,415.0,27.333,0.003285150000000124,2016-11-03T07:22:05.247817,770.9,104.28,808.4,1478193725.2477865,3031.0,3114.6
1116.0,424.6,27.32,0.007267149999999332,2016-11-03T07:22:06.643347,788.8,104.32,826.0,1478193726.6433191,3077.8,3154.8
1120.2,423.8,27.306,0.006769399999999785,2016-11-03T07:22:08.045006,788.5,104.315,827.8,1478193728.044975,3102.7,3214.1
1094.9,417.5,27.297,0.0035838000000001356,2016-11-03T07:22:09.440444,772.9,104.283,812.2,1478193729.4404197,3056.2,3154.8
1264.4,489.0,27.285,0.008063550000000305,2016-11-03T07:22:10.837393,887.2,104.328,937.5,1478193730.8373713,3478.5,3671.1
1427.6,539.6,27.275,0.007167600000000271,2016-11-03T07:22:12.232950,975.5,104.319,1045.0,1478193732.2329266,3858.3,4135.3
1592.8,591.7,27.26,0.006669849999999309,2016-11-03T07:22:13.630787,1076.2,104.314,1160.5,1478193733.630762,4213.9,4636.1
1718.0,637.5,27.25,0.007864449999999355,2016-11-03T07:22:15.035893,1161.3,104.326,1248.3,1478193735.0358644,4490.2,5018.4
1762.2,647.6,27.238,0.0014932500000000566,2016-11-03T07:22:16.434849,1170.1,104.262,1265.7,1478193736.4348228,4548.9,5098.9
1702.6,623.4,27.222,0.0009955000000005092,2016-11-03T07:22:17.833585,1134.8,104.257,1222.2,1478193737.8335543,4405.7,4935.6
1610.3,588.9,27.211,0.007366699999999808,2016-11-03T07:22:19.232050,1075.4,104.321,1159.0,1478193739.2320254,4202.3,4633.6
1503.5,555.2,27.202,0.005475250000000678,2016-11-03T07:22:20.630299,1016.8,104.302,1091.3,1478193740.63027,3999.9,4363.8
1453.6,537.6,27.186,0.007068049999999796,2016-11-03T07:22:22.033353,987.1,104.318,1056.3,1478193742.0333245,3885.4,4213.8
1390.9,512.7,27.172,0.009457249999999888,2016-11-03T07:22:23.432450,947.1,104.342,1009.7,1478193743.4324214,3750.5,4054.6
1281.5,474.9,27.162,0.0014932500000000566,2016-11-03T07:22:24.830429,881.9,104.262,938.0,1478193744.8304014,3529.1,3772.6
1247.4,464.1,27.146,0.007366699999999808,2016-11-03T07:22:26.226563,862.3,104.321,919.6,1478193746.2265396,3475.4,3683.2
1185.7,446.2,27.136,0.005574799999999739,2016-11-03T07:22:27.622035,820.7,104.303,869.1,1478193747.6220083,3420.8,3598.9
1300.7,489.0,27.126,0.005674350000000215,2016-11-03T07:22:29.023708,913.1,104.304,977.8,1478193749.023677,3700.2,3935.2
1492.6,559.5,27.109,0.0037828999999996718,2016-11-03T07:22:30.419742,1040.7,104.285,1122.5,1478193750.4197187,4161.5,4554.2
1621.3,597.2,27.103,0.0,2016-11-03T07:22:31.818051,1092.8,104.246,1187.9,1478193751.8180285,4387.3,4898.0
1614.7,591.4,27.096,0.0033847000000005994,2016-11-03T07:22:33.216641,1096.1,104.28,1193.2,1478193753.2166135,4403.9,4918.1
1510.0,559.2,27.092,0.0,2016-11-03T07:22:34.614566,1030.4,104.234,1117.5,1478193754.6145377,4187.7,4618.7
1432.0,530.3,27.083,0.006669850000000725,2016-11-03T07:22:36.018918,983.6,104.301,1065.1,1478193756.0188887,4021.8,4398.3
1462.2,543.6,27.076,0.0019910000000010184,2016-11-03T07:22:37.415565,1014.8,104.254,1099.6,1478193757.4155343,4127.3,4494.7
1460.1,551.2,27.068,0.00786445000000077,2016-11-03T07:22:38.814397,1020.1,104.313,1105.1,1478193758.8143682,4180.4,4576.5
1427.6,533.8,27.058,0.002687850000000102,2016-11-03T07:22:40.212217,978.8,104.261,1061.3,1478193760.2121863,4078.7,4472.5
2085.9,893.2,27.05,0.005375700000000204,2016-11-03T07:22:41.612015,1634.7,104.288,1712.9,1478193761.611991,5774.0,6589.2
1438.4,533.8,27.046,0.010154100000000384,2016-11-03T07:22:43.019977,981.8,104.336,1058.3,1478193763.0199482,4019.8,4415.6
1432.0,537.8,27.033,0.003782900000001086,2016-11-03T07:22:44.419902,988.3,104.272,1068.9,1478193764.4198792,4059.1,4447.7
1492.6,559.7,27.026,0.005574800000001154,2016-11-03T07:22:45.818156,1017.5,104.29,1101.1,1478193765.8181338,4179.9,4631.1
1627.9,606.3,27.019,0.005973000000000226,2016-11-03T07:22:47.223655,1113.7,104.294,1217.4,1478193767.223628,4624.4,5199.8
2390.5,1131.6,27.01,0.004479750000000169,2016-11-03T07:22:48.621572,1979.5,104.279,2170.7,1478193768.6215482,7462.8,8444.9
5999.6,1212.8,27.05,0.0063712000000007134,2016-11-03T07:22:50.027292,2135.3,104.298,2286.5,1478193770.027264,7521.0,11034.6
2228.5,805.1,27.043,0.009556800000000362,2016-11-03T07:22:51.431997,1487.9,104.33,1621.1,1478193771.4319744,5772.8,6930.8
1371.6,526.3,27.038,0.010950499999999943,2016-11-03T07:22:52.837301,968.2,104.344,1001.7,1478193772.8372731,3793.3,4081.5
1350.1,520.5,27.036,0.003683350000000611,2016-11-03T07:22:54.234633,955.4,104.271,999.9,1478193774.2346125,3785.3,4052.2
1676.2,659.7,27.039,0.01373790000000052,2016-11-03T07:22:55.632348,1197.5,104.372,1291.9,1478193775.632324,4669.7,5169.5
3835.6,1421.2,27.046,0.0033847000000005994,2016-11-03T07:22:57.035238,2719.4,104.268,2909.2,1478193777.0352094,8194.2,10999.2
6700.0,2068.1,27.074,0.006271650000000237,2016-11-03T07:22:58.437760,4260.2,104.297,4832.0,1478193778.4377306,11103.9,20157.5
6750.3,2071.6,27.105,0.010452750000000396,2016-11-03T07:22:59.840643,4218.7,104.339,4857.2,1478193779.8406208,11158.0,20647.3
6898.9,2139.5,27.125,0.010552300000000871,2016-11-03T07:23:01.251798,4230.0,104.34,4871.8,1478193781.2517743,11245.6,21361.8
3264.0,1069.4,27.135,0.008063550000000305,2016-11-03T07:23:02.655462,2067.0,104.315,2309.2,1478193782.6554322,7240.8,9523.8
2697.3,952.9,27.132,0.006172100000001177,2016-11-03T07:23:04.062522,1821.2,104.296,1971.9,1478193784.0624819,6409.8,7911.8
2637.0,947.3,27.126,0.01035319999999992,2016-11-03T07:23:05.467635,1809.1,104.338,1939.7,1478193785.467607,6254.8,7590.8
2720.6,979.8,27.12,0.00786445000000077,2016-11-03T07:23:06.872721,1898.2,104.313,2007.9,1478193786.8726962,6375.1,7787.9
3825.9,1345.2,27.115,0.008959500000000339,2016-11-03T07:23:08.272119,2732.0,104.324,2891.6,1478193788.2720788,8006.4,10813.6
6095.4,1929.4,27.11,0.004877950000000656,2016-11-03T07:23:09.676623,3921.4,104.283,4384.3,1478193789.676598,10504.4,18126.4
6702.6,2153.6,27.125,0.001891450000000543,2016-11-03T07:23:11.084371,4291.6,104.253,4922.9,1478193791.0843463,11130.3,20300.2
6874.9,2133.0,27.136,0.007565800000000758,2016-11-03T07:23:12.486973,4208.8,104.31,4692.3,1478193792.4869385,11068.9,20420.9
6147.3,1993.3,27.146,0.008362200000000316,2016-11-03T07:23:13.896391,3864.8,104.318,4301.5,1478193793.8963592,10615.6,18268.4
6636.6,2191.6,27.156,0.013041050000000023,2016-11-03T07:23:15.300106,4133.3,104.365,4499.8,1478193795.3000808,11094.1,20157.5
6410.7,2120.4,27.166,0.01025365000000086,2016-11-03T07:23:16.702918,3986.4,104.337,4287.1,1478193796.7028933,10835.6,19162.9
6272.2,2083.2,27.177,0.010054549999999909,2016-11-03T07:23:18.111334,3911.4,104.335,4171.8,1478193798.1113122,10719.3,18665.4
6410.7,2103.3,27.189,0.008262649999999842,2016-11-03T07:23:19.515087,3956.7,104.317,4230.0,1478193799.5150628,10796.8,18875.3
6636.6,2178.0,27.197,0.007565800000000758,2016-11-03T07:23:20.924913,4111.7,104.31,4456.5,1478193800.9248884,11059.3,20214.4
6053.9,2013.4,27.204,0.010552300000000871,2016-11-03T07:23:22.328897,3901.5,104.34,4302.5,1478193802.328869,10615.1,18488.9
4845.5,1694.1,27.21,0.006072550000000701,2016-11-03T07:23:23.732076,3253.0,104.295,3586.9,1478193803.7320552,9649.7,14681.4
6779.4,2217.8,27.208,0.011050050000000419,2016-11-03T07:23:25.140268,4381.2,104.345,4824.0,1478193805.1402423,11075.2,20600.6
4613.7,1543.6,27.209,0.009656350000000837,2016-11-03T07:23:26.543507,2878.0,104.331,2968.6,1478193806.5434833,8052.8,11314.2
4255.5,1530.0,27.2,0.004280650000000634,2016-11-03T07:23:27.950054,2851.5,104.277,2895.1,1478193807.9500265,7946.3,10623.7
3825.9,1401.9,27.188,0.00467885000000112,2016-11-03T07:23:29.352542,2609.4,104.281,2716.6,1478193809.3525114,7733.9,10032.1
4319.5,1525.7,27.179,0.008660850000000327,2016-11-03T07:23:30.755346,2889.8,104.321,3060.2,1478193810.7553148,8416.9,11452.4
4470.0,1587.1,27.173,0.005973000000000226,2016-11-03T07:23:32.162068,2947.4,104.294,3132.4,1478193812.1620388,8649.2,12120.3
4860.5,1667.9,27.164,0.005973000000000226,2016-11-03T07:23:33.564008,3164.4,104.294,3511.7,1478193813.5639818,9456.9,14154.4
5247.9,1773.6,27.162,0.010850950000000883,2016-11-03T07:23:34.969764,3371.8,104.343,3779.5,1478193814.9697323,9882.5,15417.7
5346.6,1652.5,27.164,0.005176600000000667,2016-11-03T07:23:36.371747,3156.8,104.286,3557.0,1478193816.3717253,9492.6,14726.2
6123.9,2131.0,27.161,0.008561299999999853,2016-11-03T07:23:37.774559,4091.6,104.32,4657.3,1478193817.774517,11112.4,19842.0
7727.5,2523.6,27.173,0.009556800000000362,2016-11-03T07:23:39.185862,4749.2,104.33,5490.4,1478193819.1858401,12050.2,24867.0
8058.6,2562.1,27.191,0.00925815000000035,2016-11-03T07:23:40.595492,4926.1,104.327,5534.9,1478193820.5954688,12186.1,25489.4
4344.1,1443.4,27.196,0.008461750000000792,2016-11-03T07:23:42.003266,2624.0,104.319,2838.2,1478193822.0032356,8251.6,11816.7
3654.2,1325.9,27.176,0.010651849999999932,2016-11-03T07:23:43.405819,2439.0,104.341,2592.8,1478193823.4057882,7708.2,10114.5
4718.2,1765.5,27.163,0.008163100000000782,2016-11-03T07:23:44.808111,3235.8,104.316,3453.6,1478193824.8080885,9304.6,13277.3
7209.1,2291.5,27.164,0.01274240000000001,2016-11-03T07:23:46.210525,4402.1,104.362,4959.4,1478193826.2105033,11500.5,22269.4
6568.1,2183.3,27.168,0.00686895000000026,2016-11-03T07:23:47.613972,4203.8,104.303,4851.6,1478193827.6139424,11243.8,20055.5
5888.6,1981.2,27.175,0.01035319999999992,2016-11-03T07:23:49.029778,3768.4,104.338,4269.5,1478193829.0297506,10542.6,17900.7
3555.6,1206.8,27.172,0.0033847000000005994,2016-11-03T07:23:50.432432,2234.4,104.268,2282.5,1478193830.432409,6628.5,8843.5
3356.9,1233.7,27.148,0.007366700000001222,2016-11-03T07:23:51.832888,2299.1,104.308,2349.9,1478193831.8328612,6934.3,8649.0
5519.5,1941.5,27.138,0.004081550000001098,2016-11-03T07:23:53.234137,3856.5,104.275,4091.8,1478193833.2341115,9892.8,15076.4
8147.6,2753.4,27.146,0.00467885000000112,2016-11-03T07:23:54.635763,5235.2,104.281,5618.0,1478193834.6357405,12065.0,24523.2
8880.9,2824.9,27.159,0.004280650000000634,2016-11-03T07:23:56.043339,5499.5,104.277,5952.0,1478193836.043309,12549.3,27401.1
7599.0,2402.0,27.166,0.009357700000000826,2016-11-03T07:23:57.447161,4599.5,104.328,4924.9,1478193837.44713,11414.7,21860.0
6147.3,2105.8,27.158,0.007167600000000271,2016-11-03T07:23:58.855633,3978.6,104.306,4171.1,1478193838.8556106,10225.5,16719.1
5547.6,1860.9,27.148,0.0074662500000002826,2016-11-03T07:24:00.259269,3577.4,104.309,3839.4,1478193840.2592473,9775.3,15345.5
5382.2,1819.4,27.138,0.007167600000000271,2016-11-03T07:24:01.660995,3464.6,104.306,3671.5,1478193841.6609654,9521.6,14552.0
5506.8,1778.1,27.131,0.008362200000000316,2016-11-03T07:24:03.067596,3428.4,104.318,3611.4,1478193843.0675733,9412.1,14824.2
6069.5,1970.9,27.126,0.010452750000000396,2016-11-03T07:24:04.469196,3869.3,104.339,4217.7,1478193844.4691718,10393.9,17366.4
6222.7,2173.0,27.125,0.009855450000000373,2016-11-03T07:24:05.876326,4068.4,104.333,4308.8,1478193845.8763025,10489.8,17678.0
6400.2,2228.9,27.121,0.004778400000000181,2016-11-03T07:24:07.281010,4137.1,104.282,4386.5,1478193847.2809863,10786.8,18391.1
8069.7,2579.0,27.125,0.003683350000000611,2016-11-03T07:24:08.685004,4969.2,104.271,5460.4,1478193848.6849818,12115.6,25048.2
7541.8,2464.5,27.129,0.003285150000000124,2016-11-03T07:24:10.093506,4750.0,104.267,5176.6,1478193850.0934787,11801.5,23187.9
7525.5,2457.7,27.133,0.011746900000000917,2016-11-03T07:24:11.497695,4730.8,104.352,5135.5,1478193851.4976718,11756.0,22804.9
8242.5,2668.3,27.136,0.005973000000000226,2016-11-03T07:24:12.906759,5090.7,104.294,5587.5,1478193852.9067369,12232.7,25459.7
7279.1,2395.7,27.141,0.014335200000000542,2016-11-03T07:24:14.309581,4561.7,104.378,4897.4,1478193854.3095455,11455.0,21483.6
5966.0,2053.2,27.135,0.013538800000000984,2016-11-03T07:24:15.713511,3784.3,104.37,3957.2,1478193855.7134888,10107.0,16434.5
5752.3,1953.3,27.123,0.01035319999999992,2016-11-03T07:24:17.122736,3662.7,104.338,3895.3,1478193857.1227088,9956.0,15898.1
5711.3,1935.9,27.118,0.014235650000000068,2016-11-03T07:24:18.525416,3669.5,104.377,3902.3,1478193858.525384,9943.4,15766.8
5747.2,1976.7,27.119,0.007267150000000747,2016-11-03T07:24:19.934056,3684.3,104.307,3890.0,1478193859.9340265,9961.7,15849.8
6581.3,2261.3,27.126,0.011149600000000894,2016-11-03T07:24:21.336950,4241.1,104.346,4514.9,1478193861.3369281,10984.1,19087.9
9325.9,2972.6,27.138,0.006271650000000237,2016-11-03T07:24:22.740789,5720.4,104.297,6234.1,1478193862.7407558,12907.2,29564.4
9672.8,3067.2,27.163,0.008760400000000803,2016-11-03T07:24:24.150586,5905.9,104.322,6411.5,1478193864.1505575,13065.0,31474.9
9580.3,2993.0,27.176,0.009556800000000362,2016-11-03T07:24:25.555253,5818.6,104.33,6300.6,1478193865.5552268,12876.5,29776.1
8005.9,2566.1,27.179,0.010154100000000384,2016-11-03T07:24:26.963862,4893.9,104.336,5283.5,1478193866.963834,11573.3,22429.2
6371.4,2065.5,27.179,0.009556800000000362,2016-11-03T07:24:28.367654,4042.2,104.33,4319.6,1478193868.367623,10249.2,16985.2
5547.6,1836.3,27.168,0.010651849999999932,2016-11-03T07:24:29.771049,3625.7,104.341,3841.4,1478193869.7710211,9522.6,14399.7
5397.4,1731.6,27.158,0.013339700000000032,2016-11-03T07:24:31.172765,3467.1,104.368,3694.7,1478193871.1727421,9285.5,14041.0
5443.2,1819.9,27.151,0.005574800000001154,2016-11-03T07:24:32.574177,3571.8,104.29,3825.3,1478193872.574153,9527.6,14730.2
7509.2,2422.9,27.151,0.008461750000000792,2016-11-03T07:24:33.981457,4808.1,104.319,5197.4,1478193873.981423,11514.1,21331.5
8086.4,2556.8,27.158,0.008660850000000327,2016-11-03T07:24:35.384768,5135.0,104.321,5588.6,1478193875.3847437,12058.5,24198.8
8125.3,2495.2,27.162,0.0074662500000002826,2016-11-03T07:24:36.790488,4995.6,104.309,5486.6,1478193876.7904668,11887.1,24052.3
7482.0,2342.9,27.156,0.012244650000000464,2016-11-03T07:24:38.194049,4678.2,104.357,5082.9,1478193878.1940188,11391.0,21471.4
6641.9,2126.9,27.145,0.006669850000000725,2016-11-03T07:24:39.597609,4245.6,104.301,4638.2,1478193879.5975842,10784.7,18670.6
4698.3,1474.1,27.13,0.00686895000000026,2016-11-03T07:24:41.005325,2768.2,104.303,2977.6,1478193881.0052948,8292.4,12377.2
3536.4,1273.5,27.108,0.010950499999999943,2016-11-03T07:24:42.407553,2418.4,104.344,2529.4,1478193882.4075286,7416.0,9473.4
3510.0,1251.9,27.091,0.00786445000000077,2016-11-03T07:24:43.807914,2356.2,104.313,2463.2,1478193883.8078918,7319.4,9417.2
3719.4,1368.4,27.069,0.013538800000000984,2016-11-03T07:24:45.208896,2555.1,104.37,2692.2,1478193885.2088702,7831.8,10311.5
3359.2,1268.0,27.053,0.004579300000000645,2016-11-03T07:24:46.611041,2375.6,104.28,2513.8,1478193886.6110187,7503.1,9648.9
9045.6,3311.9,27.05,0.011846449999999977,2016-11-03T07:24:48.018287,5626.3,104.353,5567.9,1478193888.0182564,12230.4,25593.6
8947.2,3464.9,27.067,0.010950499999999943,2016-11-03T07:24:49.422034,5427.0,104.344,4948.8,1478193889.422003,11105.4,20016.0
9196.9,3524.8,27.076,0.009059050000000814,2016-11-03T07:24:50.825618,5583.3,104.325,4991.6,1478193890.8255904,11052.3,19653.1
8064.1,3140.7,27.086,0.005973000000000226,2016-11-03T07:24:52.229328,4745.9,104.294,4310.3,1478193892.2293046,10399.4,17117.6
9074.6,3491.3,27.103,0.0063712000000007134,2016-11-03T07:24:53.632045,5441.8,104.298,4952.1,1478193893.632022,11025.6,19428.1
18411.7,6014.4,27.13,0.010850950000000883,2016-11-03T07:24:55.040258,8837.5,104.343,8867.2,1478193895.0402305,15543.0,57652.1
14848.9,3786.0,27.127,0.005475250000000678,2016-11-03T07:24:56.447516,5908.2,104.289,5425.2,1478193896.4474874,11769.1,40308.6
9417.2,3608.8,27.11,0.009059050000000814,2016-11-03T07:24:57.858015,5647.2,104.325,5148.1,1478193897.857987,11299.2,20600.6
9340.6,3658.2,27.086,0.010054549999999909,2016-11-03T07:24:59.260994,5593.1,104.335,5110.1,1478193899.2609625,11109.4,19864.3
9028.2,3525.8,27.065,0.006072550000000701,2016-11-03T07:25:00.664426,5460.7,104.295,4968.9,1478193900.6643949,10856.2,18801.5
6455.2,6752.8,27.039,0.010054549999999909,2016-11-03T07:25:02.073927,9656.0,104.335,9746.8,1478193902.0738814,16493.8,19227.5
26780.4,8373.9,27.055,0.016923500000000168,2016-11-03T07:25:03.477859,11730.6,104.404,11894.4,1478193903.4778302,16493.8,105420.6
25048.2,6446.8,27.113,0.014335200000000542,2016-11-03T07:25:04.891473,10043.3,104.378,9925.5,1478193904.8914487,16493.8,87872.0
6829.8,3392.6,27.079,0.010452750000000396,2016-11-03T07:25:06.299108,5992.0,104.339,4953.3,1478193906.2990859,11722.8,17870.8
9361.2,3651.9,27.068,0.009556800000000362,2016-11-03T07:25:07.704875,6041.8,104.33,5745.1,1478193907.7048504,11909.2,22798.4
5468.6,1026.6,27.063,0.006968500000000736,2016-11-03T07:25:09.113373,1788.2,104.304,1693.6,1478193909.1133428,6858.3,9687.7
11877.6,3724.4,27.049,0.00706805000000121,2016-11-03T07:25:10.514091,6647.6,104.305,6478.7,1478193910.5140662,12387.7,28112.8
11373.3,4189.5,27.067,0.015131600000000101,2016-11-03T07:25:11.925006,7035.7,104.386,6867.6,1478193911.9249785,13317.9,28463.8
10535.7,3962.7,27.078,0.002090550000000079,2016-11-03T07:25:13.330227,6653.9,104.255,6530.8,1478193913.330187,12817.8,26803.9
10781.8,3821.0,27.095,0.00786445000000077,2016-11-03T07:25:14.734126,6440.2,104.313,6306.3,1478193914.734096,12571.2,26592.6
9980.3,3610.6,27.105,0.008362200000000316,2016-11-03T07:25:16.143137,6199.9,104.318,6107.5,1478193916.1431057,12238.2,23598.6
3228.3,1358.3,27.107,0.009357700000000826,2016-11-03T07:25:17.545774,2881.7,104.328,2917.7,1478193917.5457473,6949.4,13067.5
2052.2,595.0,27.071,0.21403250000000054,2016-11-03T07:25:18.954353,1547.1,106.384,1628.6,1478193918.954328,3295.7,3252.1
1928.8,534.8,26.99,0.3152748500000001,2016-11-03T07:25:20.352774,1416.0,107.401,1490.7,1478193920.3527505,3022.9,3006.1
2011.7,542.4,26.9,0.35768315000000034,2016-11-03T07:25:21.752647,1431.3,107.827,1512.3,1478193921.752615,3060.7,3062.6
2092.7,613.8,26.816,0.3668417500000002,2016-11-03T07:25:23.156696,1584.1,107.919,1685.0,1478193923.1566663,3394.2,3292.5
2560.6,728.1,26.745,0.39391935000000083,2016-11-03T07:25:24.557388,1831.0,108.191,1977.2,1478193924.5573585,3907.3,4052.2
2162.7,592.2,26.688,0.5110897000000001,2016-11-03T07:25:25.963726,1551.1,109.368,1662.3,1478193925.963702,3303.0,3280.6
2122.0,601.3,26.629,0.5600683000000005,2016-11-03T07:25:27.363623,1578.0,109.86,1694.1,1478193927.3635912,3339.5,3278.2
2185.4,626.9,26.583,0.563154350000001,2016-11-03T07:25:28.763727,1633.7,109.891,1753.0,1478193928.7636933,3468.4,3435.7
2185.4,604.8,26.534,0.5765936000000002,2016-11-03T07:25:30.163780,1581.1,110.026,1697.8,1478193930.163758,3361.7,3373.6
2146.9,602.8,26.497,0.5706205999999999,2016-11-03T07:25:31.563643,1579.3,109.966,1695.6,1478193931.563616,3353.6,3306.8
2203.5,622.2,26.458,0.5698242000000003,2016-11-03T07:25:32.967847,1619.6,109.958,1737.9,1478193932.9678168,3445.5,3407.0
2292.2,632.0,26.426,0.5683309500000003,2016-11-03T07:25:34.368080,1640.7,109.943,1762.8,1478193934.3680546,3493.8,3495.6
2340.1,638.0,26.397,0.5676341000000013,2016-11-03T07:25:35.768455,1651.8,109.936,1775.6,1478193935.768429,3524.3,3579.6
2319.6,647.3,26.36,0.5665390500000003,2016-11-03T07:25:37.167848,1669.1,109.925,1798.5,1478193937.1678247,3573.1,3558.0
2372.1,662.4,26.329,0.5801774000000003,2016-11-03T07:25:38.567838,1701.1,110.062,1833.7,1478193938.567808,3646.6,3707.3
2326.4,658.9,26.301,0.5712179,2016-11-03T07:25:39.972147,1692.3,109.972,1822.4,1478193939.9721181,3629.5,3627.7
2171.8,628.4,26.271,0.5755981000000011,2016-11-03T07:25:41.372212,1629.6,110.016,1749.9,1478193941.3721828,3502.9,3409.4
2122.0,593.0,26.242,0.5488191500000005,2016-11-03T07:25:42.772585,1558.7,109.747,1671.9,1478193942.7725592,3298.0,3259.2
2106.2,589.9,26.216,0.5530998000000011,2016-11-03T07:25:44.172946,1551.4,109.79,1665.1,1478193944.1729233,3289.5,3223.6
2113.0,594.2,26.194,0.5441403000000008,2016-11-03T07:25:45.573083,1561.9,109.7,1673.9,1478193945.5730534,3303.6,3247.3
2144.6,594.7,26.173,0.5461313000000003,2016-11-03T07:25:46.978022,1565.2,109.72,1677.2,1478193946.9779992,3303.6,3287.8
2135.6,601.8,26.155,0.54662905,2016-11-03T07:25:48.377355,1582.3,109.725,1698.1,1478193948.3773243,3335.0,3287.8
2115.3,596.0,26.134,0.550411950000001,2016-11-03T07:25:49.776502,1569.7,109.763,1682.5,1478193949.7764776,3306.1,3252.1
2122.0,597.7,26.117,0.5439411999999998,2016-11-03T07:25:51.175490,1569.7,109.698,1685.8,1478193951.1754675,3317.4,3273.5
2155.9,607.3,26.107,0.550710600000001,2016-11-03T07:25:52.575214,1591.6,109.766,1712.4,1478193952.5751872,3368.0,3333.0
2144.6,592.7,26.088,0.5519052000000011,2016-11-03T07:25:53.979896,1559.9,109.778,1673.9,1478193953.979871,3301.0,3268.7
2122.0,594.0,26.076,0.5534980000000003,2016-11-03T07:25:55.380112,1559.4,109.794,1674.4,1478193955.3800874,3308.6,3254.5
2122.0,589.2,26.06,0.5569822499999999,2016-11-03T07:25:56.780492,1551.9,109.829,1667.1,1478193956.7804687,3283.4,3252.1
2208.1,625.7,26.044,0.5463304,2016-11-03T07:25:58.179964,1631.6,109.722,1753.0,1478193958.1799316,3458.3,3442.9
2076.9,579.6,26.026,0.5460317499999999,2016-11-03T07:25:59.580005,1532.7,109.719,1641.2,1478193959.5799787,3236.1,3195.1
2153.7,602.3,26.008,0.5435430000000008,2016-11-03T07:26:00.984772,1579.5,109.694,1697.1,1478193960.984749,3341.3,3321.1
2040.9,569.0,25.991,0.5644485000000001,2016-11-03T07:26:02.384094,1508.3,109.904,1615.0,1478193962.3840654,3185.3,3128.8
2072.4,579.6,25.977,0.5682313999999998,2016-11-03T07:26:03.784887,1533.0,109.942,1641.5,1478193963.7848628,3236.4,3199.8
2122.0,586.7,25.965,0.5888382500000006,2016-11-03T07:26:05.184247,1549.6,110.149,1665.9,1478193965.184222,3270.1,3261.6
2025.2,560.0,25.954,0.5821683999999999,2016-11-03T07:26:06.582944,1493.2,110.082,1600.4,1478193966.582918,3144.5,3086.2
1991.5,556.0,25.937,0.5719147500000005,2016-11-03T07:26:07.986520,1481.4,109.979,1588.4,1478193967.9864912,3126.9,3067.4
1969.1,551.9,25.926,0.585055350000001,2016-11-03T07:26:09.385426,1473.1,110.111,1578.3,1478193969.3853972,3106.7,3041.4
